controller,difficulty,seed,success,collision,timeout,steps,time_s,path_m,min_range_m,progress,max_tilt_deg,motor_saturation_frac,motor_effort,decision_us
fly_heuristic_6dof,dense,15004,True,False,False,2141,42.82,143.83874925835067,0.9140090682442482,0.9756186532708017,30.31134367074522,0.046707146193367584,733.5278837145663,103.40652253075656
fly_heuristic_6dof,dense,15005,True,False,False,1703,34.06,100.19782432619704,0.46986646498278306,0.9757637760973085,33.05773633201884,0.061068702290076333,590.132460778122,102.4414988523218
fly_heuristic_6dof,dense,15006,True,False,False,1723,34.46,109.7473643576557,0.9996420213790049,0.9756044722964055,33.49560922189961,0.0673244341265235,589.2837879131906,102.5677380679292
fly_heuristic_6dof,dense,15007,True,False,False,1627,32.54,104.67605646450937,1.3591447454125436,0.975315964384606,29.364306741290132,0.044253226797787336,557.9094754277676,103.325953882151
fly_heuristic_6dof,dense,15008,True,False,False,2944,58.88,168.70989944687435,0.9691393607023655,0.9754515291921975,32.48620225737588,0.06521739130434782,1023.762743174236,105.68261559060572
fly_heuristic_6dof,dense,15009,True,False,False,2025,40.5,130.1694898478093,0.5835682455357247,0.9751166583630833,45.41885970482058,0.05333333333333334,713.5081612196319,105.79445937104686
fly_heuristic_6dof,dense,15010,True,False,False,2223,44.46,140.57018069455307,1.047338832570797,0.9755272589227086,39.714485893793466,0.05398110661268556,763.8014043852268,104.06534263291296
fly_heuristic_6dof,dense,15011,True,False,False,1766,35.32,110.62719524925826,0.5403773627744114,0.9755825738357802,35.724126770006336,0.04756511891279728,608.3413528397118,102.53996517176306
modified_fly_6dof,dense,15000,False,False,True,3750,75.0,265.5231224817984,2.543313638231358,0.9627226700419427,35.54428881952159,0.0,1342.4551242365833,121.21020575741063
modified_fly_6dof,dense,15001,True,False,False,1068,21.36,71.79130456694303,1.0740829882077798,0.9760362611917444,36.17102981108119,0.026217228464419477,370.33509332716307,127.62267434662591
modified_fly_6dof,dense,15002,True,False,False,1123,22.46,75.51981483793718,0.8221139103515327,0.9750662484224273,30.271466907157876,0.003561887800534283,381.2297451588263,126.62195956029555
modified_fly_6dof,dense,15003,True,False,False,1608,32.160000000000004,87.39998035306323,0.7447549942062888,0.9752971146941423,28.351306489396617,0.007462686567164179,539.9250308707553,134.3511879288902
modified_fly_6dof,dense,15004,True,False,False,955,19.1,67.18361730545709,2.63668958669461,0.9753993807129119,28.326461953112844,0.004188481675392671,322.8721046674239,118.93986942534916
modified_fly_6dof,dense,15005,True,False,False,1032,20.64,70.70761579147843,1.9743811400433624,0.9760573823313723,28.896648909117065,0.0,345.62788159219576,118.26101839434095
modified_fly_6dof,dense,15006,True,False,False,1297,25.94,79.80713572114459,0.828136346732391,0.9762416658698733,32.32533655816714,0.01233616037008481,434.546481149806,125.65062363417103
modified_fly_6dof,dense,15007,True,False,False,985,19.7,72.45650766106483,1.327078649238587,0.9750933428788129,28.35184123519447,0.0,327.0298953823339,120.29336057490244
modified_fly_6dof,dense,15008,True,False,False,1640,32.8,102.77915458537103,0.5638311661950262,0.9755199454473789,39.75639471729085,0.012195121951219513,558.6338300124694,125.89608952289493
modified_fly_6dof,dense,15009,True,False,False,1073,21.46,72.31041161767884,0.6661275546605894,0.9761988648602867,30.3564889126479,0.011183597390493943,362.0399460186757,125.12522495133615
modified_fly_6dof,dense,15010,True,False,False,1329,26.580000000000002,89.5379132997031,0.9536767545634974,0.9751665594461209,31.951716800749786,0.0,455.5880144090687,123.79485551637035
modified_fly_6dof,dense,15011,True,False,False,1361,27.22,88.61538554063324,0.8742665696126888,0.9762447857234636,37.41234235986312,0.0029390154298310064,464.9667399688941,119.34742605985522
flywire_raw_6dof,dense,15000,False,True,False,572,11.44,25.547147292841412,0.03865955415072688,0.093931692154398,26.531465931066112,0.0,183.20416035343592,278.61485137259
flywire_raw_6dof,dense,15001,False,True,False,623,12.46,31.339658036208682,0.03620440558451841,0.24235049178559043,26.659225547426164,0.0,203.28528022854962,258.50308436649635
flywire_raw_6dof,dense,15002,False,True,False,599,11.98,32.59551851547754,0.02588574047976832,0.2715017113033723,26.26779426100557,0.0,194.8307090631141,272.348487827306
flywire_raw_6dof,dense,15003,False,True,False,707,14.14,41.40029593574624,0.03772721609367752,0.4099716607467384,26.466470767613245,0.005657708628005658,226.9794754553724,268.24851395393915
flywire_raw_6dof,dense,15004,False,True,False,550,11.0,22.711907346571838,0.017968802048177506,-0.03066493265701653,21.179008611175203,0.0,178.30310113880114,269.38182629131967
