controller,difficulty,seed,success,collision,timeout,steps,time_s,path_m,min_range_m,progress,decision_us
classical_vfh_3d,cluttered,12007,True,False,False,267,21.36,59.839893583474804,0.0629787754010942,0.9809321727009176,76.82748654271278
classical_vfh_3d,cluttered,12008,True,False,False,183,14.64,59.74736462553888,0.16223334987577132,0.977952942199064,73.83271166291394
classical_vfh_3d,cluttered,12009,True,False,False,154,12.32,59.311703761024766,3.3630625640947596,0.9800743993818266,71.26089329105596
classical_vfh_3d,cluttered,12010,True,False,False,195,15.6,59.03032790446532,0.0348566879956298,0.9756936737358034,71.85232198725527
classical_vfh_3d,cluttered,12011,False,True,False,131,10.48,39.816286190234194,0.0030336821612351184,0.6560124527526023,74.99626771909476
classical_vfh_3d,cluttered,12012,True,False,False,190,15.200000000000001,59.38532544761848,0.6673598438376933,0.9802266919469029,77.45877956040204
classical_vfh_3d,cluttered,12013,True,False,False,164,13.120000000000001,59.19362084478132,1.0907460719990283,0.9783500913420311,70.50763460716641
classical_vfh_3d,cluttered,12014,True,False,False,227,18.16,59.76248208036683,0.14723856088585885,0.9789117091469738,69.91774454048223
classical_vfh_3d,cluttered,12015,True,False,False,186,14.88,59.727456734775906,0.167501832111129,0.9777875977704004,73.6567533514913
fly_heuristic_3d,dense,12000,False,False,True,850,68.0,240.25012081919792,1.1684955665412486,0.9179885545657039,84.32828204925445
fly_heuristic_3d,dense,12001,False,False,True,850,68.0,214.71506882366177,0.8313427667823743,0.911775122931663,84.57240990965681
fly_heuristic_3d,dense,12002,True,False,False,277,22.16,85.51712951212295,1.5398684426653784,0.9772558249975304,80.2366597164382
fly_heuristic_3d,dense,12003,True,False,False,376,30.080000000000002,116.28781349166437,2.340103161680318,0.9757094212454712,82.65964254647731
fly_heuristic_3d,dense,12004,False,False,True,850,68.0,229.04876830709566,0.9509690793320383,0.9320108070882718,82.42239744183334
fly_heuristic_3d,dense,12005,False,False,True,850,68.0,247.60268269400876,0.9666786591059462,0.9663242510351705,84.37562103876296
fly_heuristic_3d,dense,12006,False,False,True,850,68.0,247.78926263550954,1.3031534677959737,0.9549464638695143,84.03105113436195
fly_heuristic_3d,dense,12007,True,False,False,427,34.160000000000004,118.77835432933354,1.0651240170943126,0.9761112276327213,82.56434050194518
fly_heuristic_3d,dense,12008,True,False,False,320,25.6,87.84756223851399,1.1121425540296594,0.9757679284871703,86.33068264316535
fly_heuristic_3d,dense,12009,False,False,True,850,68.0,234.18081929025013,1.2703007185324267,0.8650410636207382,85.19174674909343
fly_heuristic_3d,dense,12010,True,False,False,311,24.88,91.1402545909677,1.3485671534213446,0.9756632307160942,80.97766536225076
fly_heuristic_3d,dense,12011,True,False,False,255,20.400000000000002,77.23547406752901,2.0202437544283676,0.975273653914171,82.38612779178747
fly_heuristic_3d,dense,12012,True,False,False,301,24.080000000000002,89.05894937574689,1.155926731259011,0.9755827647200109,82.06532945534666
fly_heuristic_3d,dense,12013,False,False,True,850,68.0,239.94356156766534,1.8409962898217809,0.8697442626721577,81.15362156839932
fly_heuristic_3d,dense,12014,False,False,True,850,68.0,233.89090118322196,1.1200367442820753,0.9640028251285052,80.96268058151884
fly_heuristic_3d,dense,12015,True,False,False,391,31.28,116.29527817611213,1.5065124061866362,0.9759343574560857,83.42975957195281
