controller,difficulty,seed,success,collision,timeout,steps,time_s,path_m,min_clearance_m,progress,decision_us
classical_vfh,cluttered,7010,True,False,False,234,18.72,49.26627890870391,0.03555457279992558,0.9780143222453135,56.89829102375059
classical_vfh,cluttered,7011,True,False,False,275,22.0,51.71096985813396,0.011712391674237654,0.9812759781275607,62.162908619608395
classical_vfh,cluttered,7012,True,False,False,216,17.28,49.377237413724245,0.01655634291154362,0.9778840162263858,57.219906954776015
classical_vfh,cluttered,7013,True,False,False,210,16.8,49.23933633449851,0.05484998820504905,0.9778332987600996,59.13190418920879
classical_vfh,cluttered,7014,True,False,False,304,24.32,49.39048113304037,0.022648046338512806,0.9818404564936103,59.56907874573708
classical_vfh,cluttered,7015,True,False,False,332,26.560000000000002,49.83914766670239,0.022396309476206522,0.9819989793970354,57.448192074591944
classical_vfh,cluttered,7016,True,False,False,252,20.16,49.43512996723994,0.07070699423129989,0.980463770794827,56.698016585811736
classical_vfh,cluttered,7017,True,False,False,289,23.12,49.48793684934568,0.09517660424573582,0.9811193069860417,56.45674798769754
classical_vfh,cluttered,7018,True,False,False,295,23.6,50.044034174844,0.014582344939467973,0.9764561866911873,57.5349153161554
classical_vfh,cluttered,7019,True,False,False,210,16.8,49.407995768630876,0.048646229621780446,0.9816696903647746,56.23047569921861
classical_vfh,cluttered,7020,True,False,False,242,19.36,49.220924173882175,0.051786720926955354,0.9772716380716185,57.01115602157887
classical_vfh,cluttered,7021,True,False,False,193,15.44,49.45763294344071,0.21798481786489732,0.9787554113735646,56.81657879565085
classical_vfh,cluttered,7022,True,False,False,222,17.76,49.62936465826194,0.01652333332297573,0.9802640073318952,57.79864905225868
classical_vfh,cluttered,7023,True,False,False,227,18.16,49.87775627023833,0.013390420631387734,0.9761853624403223,56.258149164019045
classical_vfh,cluttered,7024,True,False,False,368,29.44,49.3863043880231,0.021119155374939247,0.9775154095640096,56.862499901478216
classical_vfh,cluttered,7025,True,False,False,227,18.16,49.67099973499788,0.10503162334211158,0.9794868122125117,56.104845057614966
classical_vfh,cluttered,7026,True,False,False,226,18.080000000000002,49.34832199067436,0.08026128007962363,0.980656641542034,60.75398053817319
classical_vfh,cluttered,7027,True,False,False,235,18.8,50.503716697730475,0.01739791483503428,0.9815179335874764,56.94510727288558
classical_vfh,cluttered,7028,True,False,False,304,24.32,49.29582007329466,0.019535323333828902,0.9769077357853858,58.56480234605873
classical_vfh,cluttered,7029,True,False,False,307,24.560000000000002,49.80838796461874,0.04581716471799657,0.9784024029230853,57.29837012810918
fly_connectome,dense,7000,True,False,False,557,44.56,101.80333740837524,0.07898157504767367,0.9779213186344419,62.1504493620367
fly_connectome,dense,7001,True,False,False,366,29.28,70.46461660298958,0.17584584553638072,0.9775302567303139,61.63032711776167
fly_connectome,dense,7002,True,False,False,415,33.2,82.8837936630055,0.6972329872824239,0.9769667254741197,61.55397571870182
fly_connectome,dense,7003,True,False,False,477,38.160000000000004,95.50651514782443,0.6448911649754829,0.9761478247952483,60.273584725717924
fly_connectome,dense,7004,False,False,True,650,52.0,121.572619352161,0.45672712005430105,0.7225346047003389,61.78430800970931
fly_connectome,dense,7005,True,False,False,577,46.160000000000004,110.0418594246745,0.5464861486145492,0.9775613260388757,62.258059257379955
fly_connectome,dense,7006,True,False,False,630,50.4,114.97744757926606,0.08558824167569679,0.9794718640292028,62.7482544615983
fly_connectome,dense,7007,True,False,False,415,33.2,85.28017000366746,1.5564433951432923,0.9760486475823086,61.72819124781583
fly_connectome,dense,7008,True,False,False,507,40.56,101.7877043322103,0.5585432891981874,0.976336498804545,61.546942401453265
fly_connectome,dense,7009,True,False,False,343,27.44,66.60008941514538,1.19435993395823,0.9779191642946758,61.59096177322546
fly_connectome,dense,7010,True,False,False,582,46.56,110.92236241476112,0.5723582571852215,0.9764684752459349,60.94175290685992
fly_connectome,dense,7011,False,False,True,650,52.0,116.49619778951507,0.03663625591625275,0.8305903076991774,62.37600030055126
fly_connectome,dense,7012,True,False,False,366,29.28,67.92286582164671,0.7764955095528245,0.9770628110210531,61.22568304474908
fly_connectome,dense,7013,True,False,False,405,32.4,74.54201761996781,0.11061864888024697,0.9780223374984023,62.13802319698404
fly_connectome,dense,7014,True,False,False,649,51.92,133.64190318340388,0.25217127517157367,0.9782115051388497,61.10785793238973
fly_connectome,dense,7015,True,False,False,637,50.96,117.83040851978556,0.2757901624871324,0.9783007206435631,62.37472492501175
fly_connectome,dense,7016,True,False,False,361,28.88,67.54537486417709,0.805579049660704,0.9762676924870846,60.38393377690186
fly_connectome,dense,7017,True,False,False,377,30.16,72.90100961676471,0.9883661666981687,0.9781970485465137,60.004509558693684
fly_connectome,dense,7018,True,False,False,477,38.160000000000004,90.51799632039763,0.2972926062535426,0.978571499810839,61.333961738468744
fly_connectome,dense,7019,True,False,False,486,38.88,85.95085129288316,0.1357247191509332,0.9783891203644861,63.87407370218279
fly_connectome,dense,7020,True,False,False,576,46.08,100.99095363468783,0.08054142971888201,0.976666135834807,62.49878379094298
fly_connectome,dense,7021,True,False,False,420,33.6,86.16456893157232,0.6975387108207691,0.9769024717544496,60.75714267180523
fly_connectome,dense,7022,True,False,False,401,32.08,74.3724532105873,0.44873462363111316,0.9761536790130818,61.65885307856294
fly_connectome,dense,7023,False,False,True,650,52.0,125.37257306454696,0.03223226161779946,0.5870730965798294,62.633538663458936
fly_connectome,dense,7024,False,False,True,650,52.0,132.94347019519745,0.9547514506126782,0.7493256810155151,61.095538504350074
fly_connectome,dense,7025,False,True,False,360,28.8,57.99681594211587,0.0036397593140997664,0.40579248625800024,63.46888751270146
fly_connectome,dense,7026,True,False,False,583,46.64,114.4076664591515,0.6586764746931923,0.9764171423144616,60.26260715136129
fly_connectome,dense,7027,True,False,False,377,30.16,74.87621860586067,1.040516198495067,0.978732514426356,60.476128253418786
fly_connectome,dense,7028,True,False,False,469,37.52,89.64057275067732,0.2833189225174202,0.9767471923539276,61.916203726071124
fly_connectome,dense,7029,False,False,True,650,52.0,115.05699101911436,0.2269223280033339,0.42981570052277074,63.394308403635826
modified_fly,dense,7000,True,False,False,413,33.04,86.905542903799,0.1068124748459156,0.9770391806527352,64.27917722217991
modified_fly,dense,7001,True,False,False,270,21.6,71.54493760793622,2.045146609634042,0.9801224397485399,63.92703669714845
modified_fly,dense,7002,True,False,False,416,33.28,92.84088796469197,0.12752432809786907,0.9789267205847638,65.09014404470621
modified_fly,dense,7003,True,False,False,417,33.36,99.35683668513686,0.4333430974629473,0.9763014165130719,64.67673834859967
modified_fly,dense,7004,True,False,False,394,31.52,89.57794140615405,0.18073782888043777,0.9786346997475811,66.42284242289736
modified_fly,dense,7005,True,False,False,286,22.88,68.62587796012147,0.3986165221403535,0.9791143177636463,65.7916079817496
